\c:1546359898*59\$GPGLL,3247.1898,N,07954.5927,W,162458.000,A,D*4E
\c:1546359899*58\$GPGLL,3247.1898,N,07954.5927,W,162459.000,A,D*4F
\c:1546359900*59\$GPGLL,3247.221,N,07954.563,W,162458,A,A*55
\c:1546359900*59\$GPGLL,3247.1898,N,07954.5924,W,162500.000,A,D*41
\c:1546359901*58\$GPGLL,3247.1899,N,07954.5924,W,162501.000,A,D*41
\c:1546359902*5B\$GPGLL,3247.221,N,07954.563,W,162500,A,A*59
\c:1546359902*5B\$GPGLL,3247.1901,N,07954.5924,W,162502.000,A,D*42
\c:1546359903*5A\$GPGLL,3247.1903,N,07954.5924,W,162503.000,A,D*41
\c:1546359904*5D\$GPGLL,3247.1904,N,07954.5924,W,162504.000,A,D*41
\c:1546359904*5D\$GPGLL,3247.221,N,07954.563,W,162502,A,A*5B
\c:1546359905*5C\$GPGLL,3247.1905,N,07954.5924,W,162505.000,A,D*41
\c:1546359906*5F\$GPGLL,3247.1905,N,07954.5925,W,162506.000,A,D*43
\c:1546359906*5F\$GPGLL,3247.221,N,07954.563,W,162504,A,A*5D
\c:1546359907*5E\$GPGLL,3247.1898,N,07954.5897,W,162507.000,A,D*4F
\c:1546359908*51\$GPGLL,3247.1900,N,07954.5895,W,162508.000,A,D*42
\c:1546359908*51\$GPGLL,3247.221,N,07954.563,W,162506,A,A*5F
\c:1546359909*50\$GPGLL,3247.1898,N,07954.5894,W,162509.000,A,D*42
\c:1546359910*58\$GPGLL,3247.1898,N,07954.5894,W,162510.000,A,D*4A
\c:1546359910*58\$GPGLL,3247.221,N,07954.563,W,162509,A,A*50
\c:1546359911*59\$GPGLL,3247.1897,N,07954.5894,W,162511.000,A,D*44
\c:1546359912*5A\$GPGLL,3247.1896,N,07954.5894,W,162512.000,A,D*46
\c:1546359912*5A\$GPGLL,3247.221,N,07954.563,W,162511,A,A*59
\c:1546359913*5B\$GPGLL,3247.1896,N,07954.5893,W,162513.000,A,D*40
\c:1546359914*5C\$GPGLL,3247.1896,N,07954.5892,W,162514.000,A,D*46
\c:1546359914*5C\$GPGLL,3247.221,N,07954.563,W,162513,A,A*5B
\c:1546359915*5D\$GPGLL,3247.1895,N,07954.5892,W,162515.000,A,D*44
\c:1546359916*5E\$GPGLL,3247.1895,N,07954.5892,W,162516.000,A,D*47
\c:1546359916*5E\$GPGLL,3247.221,N,07954.563,W,162515,A,A*5D
\c:1546359917*5F\$GPGLL,3247.1894,N,07954.5892,W,162517.000,A,D*47
\c:1546359918*50\$GPGLL,3247.1894,N,07954.5893,W,162518.000,A,D*49
\c:1546359918*50\$GPGLL,3247.221,N,07954.563,W,162517,A,A*5F
\c:1546359919*51\$GPGLL,3247.1894,N,07954.5893,W,162519.000,A,D*48
\c:1546359920*5B\$GPGLL,3247.1893,N,07954.5894,W,162520.000,A,D*42
\c:1546359920*5B\$GPGLL,3247.221,N,07954.563,W,162519,A,A*51
\c:1546359921*5A\$GPGLL,3247.1893,N,07954.5894,W,162521.000,A,D*43
\c:1546359922*59\$GPGLL,3247.1893,N,07954.5894,W,162522.000,A,D*40
\c:1546359922*59\$GPGLL,3247.221,N,07954.563,W,162521,A,A*5A
\c:1546359923*58\$GPGLL,3247.1893,N,07954.5894,W,162523.000,A,D*41
\c:1546359924*5F\$GPGLL,3247.1893,N,07954.5894,W,162524.000,A,D*46
\c:1546359925*5E\$GPGLL,3247.221,N,07954.564,W,162523,A,A*5F
\c:1546359925*5E\$GPGLL,3247.1894,N,07954.5894,W,162525.000,A,D*40
\c:1546359926*5D\$GPGLL,3247.1894,N,07954.5894,W,162526.000,A,D*43
\c:1546359927*5C\$GPGLL,3247.221,N,07954.564,W,162525,A,A*59
\c:1546359927*5C\$GPGLL,3247.1894,N,07954.5894,W,162527.000,A,D*42
\c:1546359928*53\$GPGLL,3247.1895,N,07954.5893,W,162528.000,A,D*4B
\c:1546359929*52\$GPGLL,3247.221,N,07954.564,W,162527,A,A*5B
\c:1546359929*52\$GPGLL,3247.1895,N,07954.5893,W,162529.000,A,D*4A
\c:1546359931*5B\$GPGLL,3247.1896,N,07954.5893,W,162530.000,A,D*41
\c:1546359931*5B\$GPGLL,3247.221,N,07954.564,W,162529,A,A*55
\c:1546359931*5B\$GPGLL,3247.1896,N,07954.5893,W,162531.000,A,D*40
\c:1546359932*58\$GPGLL,3247.1896,N,07954.5892,W,162532.000,A,D*42
\c:1546359933*59\$GPGLL,3247.221,N,07954.564,W,162531,A,A*5C
\c:1546359933*59\$GPGLL,3247.1896,N,07954.5892,W,162533.000,A,D*43
\c:1546359934*5E\$GPGLL,3247.1897,N,07954.5891,W,162534.000,A,D*46
\c:1546359935*5F\$GPGLL,3247.221,N,07954.564,W,162533,A,A*5E
\c:1546359935*5F\$GPGLL,3247.1897,N,07954.5890,W,162535.000,A,D*46
\c:1546359936*5C\$GPGLL,3247.1897,N,07954.5890,W,162536.000,A,D*45
\c:1546359937*5D\$GPGLL,3247.221,N,07954.564,W,162536,A,A*5B
\c:1546359937*5D\$GPGLL,3247.1897,N,07954.5890,W,162537.000,A,D*44
\c:1546359938*52\$GPGLL,3247.1897,N,07954.5890,W,162538.000,A,D*4B
\c:1546359939*53\$GPGLL,3247.221,N,07954.564,W,162538,A,A*55
\c:1546359939*53\$GPGLL,3247.1897,N,07954.5890,W,162539.000,A,D*4A
\c:1546359940*5D\$GPGLL,3247.1897,N,07954.5890,W,162540.000,A,D*44
\c:1546359941*5C\$GPGLL,3247.221,N,07954.564,W,162540,A,A*5A
\c:1546359941*5C\$GPGLL,3247.1897,N,07954.5891,W,162541.000,A,D*44
\c:1546359942*5F\$GPGLL,3247.1897,N,07954.5891,W,162542.000,A,D*47
\c:1546359943*5E\$GPGLL,3247.221,N,07954.564,W,162542,A,A*58
\c:1546359943*5E\$GPGLL,3247.1897,N,07954.5891,W,162543.000,A,D*46
\c:1546359944*59\$GPGLL,3247.1897,N,07954.5891,W,162544.000,A,D*41
\c:1546359945*58\$GPGLL,3247.222,N,07954.564,W,162544,A,A*5D
\c:1546359945*58\$GPGLL,3247.1898,N,07954.5891,W,162545.000,A,D*4F
\c:1546359946*5B\$GPGLL,3247.1898,N,07954.5892,W,162546.000,A,D*4F
\c:1546359947*5A\$GPGLL,3247.1898,N,07954.5892,W,162547.000,A,D*4E
\c:1546359947*5A\$GPGLL,3247.222,N,07954.564,W,162546,A,A*5F
\c:1546359948*55\$GPGLL,3247.1898,N,07954.5892,W,162548.000,A,D*41
\c:1546359949*54\$GPGLL,3247.1898,N,07954.5892,W,162549.000,A,D*40
\c:1546359949*54\$GPGLL,3247.222,N,07954.564,W,162548,A,A*51
\c:1546359950*5C\$GPGLL,3247.1897,N,07954.5892,W,162550.000,A,D*47
\c:1546359951*5D\$GPGLL,3247.1897,N,07954.5892,W,162551.000,A,D*46
\c:1546359951*5D\$GPGLL,3247.222,N,07954.564,W,162550,A,A*58
\c:1546359952*5E\$GPGLL,3247.1898,N,07954.5892,W,162552.000,A,D*4A
\c:1546359953*5F\$GPGLL,3247.1898,N,07954.5893,W,162553.000,A,D*4A
\c:1546359953*5F\$GPGLL,3247.222,N,07954.564,W,162552,A,A*5A
\c:1546359954*58\$GPGLL,3247.1898,N,07954.5893,W,162554.000,A,D*4D
\c:1546359955*59\$GPGLL,3247.1898,N,07954.5892,W,162555.000,A,D*4D
\c:1546359955*59\$GPGLL,3247.222,N,07954.564,W,162554,A,A*5C
\c:1546359956*5A\$GPGLL,3247.1898,N,07954.5892,W,162556.000,A,D*4E
