\c:1552137299*5D\$GPGLL,3247.221,N,07954.564,W,131527,A,A*5D	\c:1552138682*5C\$IIVWT,029,R,03.32,N,01.71,M,,*3A
\c:1552137299*5D\$GPGLL,3247.2169,N,07954.5649,W,131528.000,A,A*48	\c:1552138685*5B\$IIVWT,018,R,03.71,N,01.91,M,,*31
\c:1552137300*5C\$GPGLL,3247.2169,N,07954.5649,W,131529.000,A,A*49	\c:1552138687*59\$IIVWT,004,R,03.71,N,01.91,M,,*3C
\c:1552137301*5D\$GPGLL,3247.221,N,07954.564,W,131529,A,A*53	\c:1552138689*57\$IIVWT,003,L,03.67,N,01.89,M,,*2B
\c:1552137301*5D\$GPGLL,3247.2169,N,07954.5649,W,131530.000,A,A*41	\c:1552138691*5E\$IIVWT,004,R,03.98,N,02.05,M,,*35
\c:1552137302*5E\$GPGLL,3247.2169,N,07954.5649,W,131531.000,A,A*40	\c:1552138693*5C\$IIVWT,008,R,03.75,N,01.93,M,,*36
\c:1552137303*5F\$GPGLL,3247.221,N,07954.564,W,131531,A,A*5A	\c:1552138695*5A\$IIVWT,003,R,03.61,N,01.86,M,,*3C
\c:1552137303*5F\$GPGLL,3247.2169,N,07954.5649,W,131532.000,A,A*43	\c:1552138697*58\$IIVWT,007,R,03.51,N,01.81,M,,*3C
\c:1552137304*58\$GPGLL,3247.2169,N,07954.5649,W,131533.000,A,A*42	\c:1552138699*56\$IIVWT,008,R,03.46,N,01.78,M,,*33
\c:1552137305*59\$GPGLL,3247.221,N,07954.564,W,131533,A,A*58	\c:1552138701*56\$IIVWT,004,L,03.86,N,01.99,M,,*22
\c:1552137305*59\$GPGLL,3247.2169,N,07954.5649,W,131534.000,A,A*45	\c:1552138703*54\$IIVWT,005,R,03.98,N,02.05,M,,*34
\c:1552137306*5A\$GPGLL,3247.2169,N,07954.5649,W,131535.000,A,A*44	\c:1552138705*52\$IIVWT,009,L,04.00,N,02.06,M,,*23
\c:1552137307*5B\$GPGLL,3247.221,N,07954.564,W,131535,A,A*5E	\c:1552138707*50\$IIVWT,001,R,04.04,N,02.08,M,,*3F
\c:1552137307*5B\$GPGLL,3247.2169,N,07954.5649,W,131536.000,A,A*47	\c:1552138709*5E\$IIVWT,004,L,03.98,N,02.05,M,,*2B
\c:1552137308*54\$GPGLL,3247.2169,N,07954.5649,W,131537.000,A,A*46	\c:1552138711*57\$IIVWT,016,R,04.15,N,02.14,M,,*34
\c:1552137309*55\$GPGLL,3247.2169,N,07954.5649,W,131538.000,A,A*49	\c:1552138713*55\$IIVWT,018,R,04.43,N,02.28,M,,*36
\c:1552137309*55\$GPGLL,3247.221,N,07954.564,W,131537,A,A*5C	\c:1552138715*53\$IIVWT,004,R,04.43,N,02.28,M,,*3B
\c:1552137310*5D\$GPGLL,3247.2169,N,07954.5649,W,131539.000,A,A*48	\c:1552138717*51\$IIVWT,010,R,04.41,N,02.27,M,,*33
\c:1552137311*5C\$GPGLL,3247.2169,N,07954.5649,W,131540.000,A,A*46	\c:1552138719*5F\$IIVWT,001,L,04.00,N,02.06,M,,*2B
\c:1552137311*5C\$GPGLL,3247.221,N,07954.564,W,131540,A,A*5C	\c:1552138721*54\$IIVWT,005,R,03.98,N,02.05,M,,*34
\c:1552137312*5F\$GPGLL,3247.2169,N,07954.5649,W,131541.000,A,A*47	\c:1552138723*56\$IIVWT,000,L,03.67,N,01.89,M,,*28
\c:1552137313*5E\$GPGLL,3247.2169,N,07954.5649,W,131542.000,A,A*44	\c:1552138725*50\$IIVWT,009,R,03.84,N,01.98,M,,*32
\c:1552137313*5E\$GPGLL,3247.221,N,07954.564,W,131542,A,A*5E	\c:1552138728*5D\$IIVWT,005,L,04.23,N,02.18,M,,*21
\c:1552137314*59\$GPGLL,3247.2169,N,07954.5650,W,131543.000,A,A*4D	\c:1552138730*54\$IIVWT,004,L,03.80,N,01.96,M,,*2B
\c:1552137315*58\$GPGLL,3247.2169,N,07954.5650,W,131544.000,A,A*4A	\c:1552138732*56\$IIVWT,013,L,03.75,N,01.93,M,,*22
\c:1552137315*58\$GPGLL,3247.221,N,07954.564,W,131544,A,A*58	\c:1552138734*50\$IIVWT,030,L,03.32,N,01.71,M,,*2C
\c:1552137316*5B\$GPGLL,3247.2169,N,07954.5650,W,131545.000,A,A*4B	\c:1552138736*52\$IIVWT,015,L,03.09,N,01.59,M,,*29
\c:1552137317*5A\$GPGLL,3247.2169,N,07954.5650,W,131546.000,A,A*48	\c:1552138738*5C\$IIVWT,002,L,03.05,N,01.57,M,,*2D
\c:1552137317*5A\$GPGLL,3247.221,N,07954.564,W,131546,A,A*5A	\c:1552138740*53\$IIVWT,002,R,02.87,N,01.48,M,,*36
\c:1552137318*55\$GPGLL,3247.2169,N,07954.5650,W,131547.000,A,A*49	\c:1552138742*51\$IIVWT,043,L,02.54,N,01.31,M,,*2D
\c:1552137319*54\$GPGLL,3247.2169,N,07954.5650,W,131548.000,A,A*46	\c:1552138744*57\$IIVWT,042,L,02.77,N,01.43,M,,*28
\c:1552137319*54\$GPGLL,3247.221,N,07954.564,W,131548,A,A*54	\c:1552138746*55\$IIVWT,025,L,03.12,N,01.61,M,,*2B
\c:1552137320*5E\$GPGLL,3247.2169,N,07954.5650,W,131549.000,A,A*47	\c:1552138748*5B\$IIVWT,031,L,03.28,N,01.69,M,,*2F
\c:1552137321*5F\$GPGLL,3247.2169,N,07954.5650,W,131550.000,A,A*4F	\c:1552138750*52\$IIVWT,035,L,03.47,N,01.79,M,,*23
\c:1552137321*5F\$GPGLL,3247.221,N,07954.564,W,131550,A,A*5D	\c:1552138752*50\$IIVWT,016,L,03.65,N,01.88,M,,*2C
\c:1552137322*5C\$GPGLL,3247.2169,N,07954.5650,W,131551.000,A,A*4E	\c:1552138754*56\$IIVWT,025,L,03.57,N,01.84,M,,*21
\c:1552137323*5D\$GPGLL,3247.2169,N,07954.5650,W,131552.000,A,A*4D	\c:1552138756*54\$IIVWT,008,L,03.47,N,01.79,M,,*2D
\c:1552137323*5D\$GPGLL,3247.221,N,07954.564,W,131552,A,A*5F	\c:1552138758*5A\$IIVWT,039,L,03.34,N,01.72,M,,*20
\c:1552137324*5A\$GPGLL,3247.2169,N,07954.5650,W,131553.000,A,A*4C	\c:1552138760*51\$IIVWT,024,L,03.42,N,01.76,M,,*29
\c:1552137325*5B\$GPGLL,3247.2169,N,07954.5650,W,131554.000,A,A*4B	\c:1552138762*53\$IIVWT,033,L,03.53,N,01.82,M,,*24
\c:1552137326*58\$GPGLL,3247.221,N,07954.564,W,131554,A,A*59	\c:1552138764*55\$IIVWT,034,L,03.53,N,01.82,M,,*23
\c:1552137326*58\$GPGLL,3247.2169,N,07954.5650,W,131555.000,A,A*4A	\c:1552138766*57\$IIVWT,031,L,03.67,N,01.89,M,,*2A
\c:1552137327*59\$GPGLL,3247.2169,N,07954.5650,W,131556.000,A,A*49	\c:1552138768*59\$IIVWT,021,L,04.10,N,02.11,M,,*2E
\c:1552137328*56\$GPGLL,3247.221,N,07954.564,W,131556,A,A*5B	\c:1552138771*51\$IIVWT,019,L,04.06,N,02.09,M,,*2B
\c:1552137328*56\$GPGLL,3247.2169,N,07954.5650,W,131557.000,A,A*48	\c:1552138773*53\$IIVWT,011,L,04.00,N,02.06,M,,*2A
\c:1552137329*57\$GPGLL,3247.2169,N,07954.5650,W,131558.000,A,A*47	\c:1552138775*55\$IIVWT,016,L,04.08,N,02.10,M,,*22
\c:1552137330*5F\$GPGLL,3247.221,N,07954.564,W,131558,A,A*55	\c:1552138777*57\$IIVWT,008,L,03.94,N,02.03,M,,*2D
\c:1552137330*5F\$GPGLL,3247.2169,N,07954.5650,W,131559.000,A,A*46	\c:1552138779*59\$IIVWT,012,L,03.53,N,01.82,M,,*27
\c:1552137331*5E\$GPGLL,3247.2169,N,07954.5650,W,131600.000,A,A*49	\c:1552138781*5E\$IIVWT,028,L,03.34,N,01.72,M,,*20
\c:1552137332*5D\$GPGLL,3247.221,N,07954.564,W,131600,A,A*5B	\c:1552138783*5C\$IIVWT,031,L,03.44,N,01.77,M,,*2A
\c:1552137332*5D\$GPGLL,3247.2169,N,07954.5650,W,131601.000,A,A*48	\c:1552138785*5A\$IIVWT,037,L,03.44,N,01.77,M,,*2C
\c:1552137333*5C\$GPGLL,3247.2169,N,07954.5650,W,131602.000,A,A*4B	\c:1552138787*58\$IIVWT,048,L,03.67,N,01.89,M,,*24
\c:1552137334*5B\$GPGLL,3247.221,N,07954.564,W,131602,A,A*59	\c:1552138789*56\$IIVWT,044,L,03.46,N,01.78,M,,*25
\c:1552137334*5B\$GPGLL,3247.2169,N,07954.5650,W,131603.000,A,A*4A	\c:1552138791*5F\$IIVWT,047,L,03.65,N,01.88,M,,*28
\c:1552137335*5A\$GPGLL,3247.2169,N,07954.5650,W,131604.000,A,A*4D	\c:1552138793*5D\$IIVWT,053,L,03.53,N,01.82,M,,*22
\c:1552137336*59\$GPGLL,3247.221,N,07954.564,W,131604,A,A*5F	\c:1552138795*5B\$IIVWT,062,L,03.59,N,01.85,M,,*2D
\c:1552137336*59\$GPGLL,3247.2169,N,07954.5649,W,131605.000,A,A*44	\c:1552138797*59\$IIVWT,047,L,03.53,N,01.82,M,,*27
\c:1552137337*58\$GPGLL,3247.2169,N,07954.5649,W,131606.000,A,A*47	\c:1552138799*57\$IIVWT,051,L,03.67,N,01.89,M,,*2C
\c:1552137338*57\$GPGLL,3247.221,N,07954.564,W,131606,A,A*5D	\c:1552138801*59\$IIVWT,047,L,03.51,N,01.81,M,,*26
\c:1552137338*57\$GPGLL,3247.2169,N,07954.5649,W,131607.000,A,A*46	\c:1552138803*5B\$IIVWT,044,L,03.65,N,01.88,M,,*2B
\c:1552137340*58\$GPGLL,3247.2169,N,07954.5649,W,131608.000,A,A*49	\c:1552138805*5D\$IIVWT,041,L,03.51,N,01.81,M,,*20
\c:1552137340*58\$GPGLL,3247.221,N,07954.564,W,131608,A,A*53	\c:1552138807*5F\$IIVWT,045,L,03.82,N,01.97,M,,*2D
\c:1552137340*58\$GPGLL,3247.2169,N,07954.5649,W,131609.000,A,A*48	\c:1552138809*51\$IIVWT,044,L,04.04,N,02.08,M,,*20
\c:1552137341*59\$GPGLL,3247.2169,N,07954.5649,W,131610.000,A,A*40	\c:1552138812*5B\$IIVWT,017,L,04.14,N,02.13,M,,*2D
\c:1552137342*5A\$GPGLL,3247.221,N,07954.564,W,131610,A,A*5A	\c:1552138814*5D\$IIVWT,013,L,04.47,N,02.30,M,,*2E
\c:1552137342*5A\$GPGLL,3247.2169,N,07954.5650,W,131611.000,A,A*49	\c:1552138816*5F\$IIVWT,052,L,04.15,N,02.14,M,,*2A
\c:1552137343*5B\$GPGLL,3247.2169,N,07954.5650,W,131612.000,A,A*4A	\c:1552138818*51\$IIVWT,002,L,03.38,N,01.74,M,,*22
\c:1552137344*5C\$GPGLL,3247.221,N,07954.564,W,131612,A,A*58	\c:1552138820*5A\$IIVWT,006,L,03.80,N,01.96,M,,*29
\c:1552137344*5C\$GPGLL,3247.2169,N,07954.5650,W,131613.000,A,A*4B	\c:1552138822*58\$IIVWT,041,L,04.43,N,02.28,M,,*24
\c:1552137345*5D\$GPGLL,3247.2169,N,07954.5650,W,131614.000,A,A*4C	\c:1552138824*5E\$IIVWT,016,L,04.08,N,02.10,M,,*22
\c:1552137346*5E\$GPGLL,3247.221,N,07954.564,W,131614,A,A*5E	\c:1552138826*5C\$IIVWT,014,L,03.53,N,01.82,M,,*21
\c:1552137346*5E\$GPGLL,3247.2169,N,07954.5650,W,131615.000,A,A*4D	\c:1552138828*52\$IIVWT,013,L,03.44,N,01.77,M,,*2A
\c:1552137347*5F\$GPGLL,3247.2169,N,07954.5650,W,131616.000,A,A*4E	\c:1552138830*5B\$IIVWT,044,L,03.28,N,01.69,M,,*2D
\c:1552137348*50\$GPGLL,3247.221,N,07954.564,W,131616,A,A*5C	\c:1552138832*59\$IIVWT,010,L,03.14,N,01.62,M,,*28
\c:1552137348*50\$GPGLL,3247.2169,N,07954.5650,W,131617.000,A,A*4F	\c:1552138834*5F\$IIVWT,036,L,02.97,N,01.53,M,,*24
\c:1552137349*51\$GPGLL,3247.2169,N,07954.5650,W,131618.000,A,A*40	\c:1552138836*5D\$IIVWT,044,L,02.54,N,01.31,M,,*2A
\c:1552137350*59\$GPGLL,3247.221,N,07954.564,W,131618,A,A*52	\c:1552138838*53\$IIVWT,051,L,02.44,N,01.26,M,,*29
\c:1552137350*59\$GPGLL,3247.2169,N,07954.5650,W,131619.000,A,A*41	\c:1552138840*5C\$IIVWT,031,L,03.24,N,01.67,M,,*2D
\c:1552137351*58\$GPGLL,3247.2169,N,07954.5650,W,131620.000,A,A*4B	\c:1552138842*5E\$IIVWT,044,L,03.90,N,02.01,M,,*23
\c:1552137352*5B\$GPGLL,3247.2169,N,07954.5650,W,131621.000,A,A*4A	\c:1552138844*58\$IIVWT,034,L,03.71,N,01.91,M,,*21
\c:1552137352*5B\$GPGLL,3247.221,N,07954.564,W,131620,A,A*59	\c:1552138846*5A\$IIVWT,045,L,03.71,N,01.91,M,,*27
\c:1552137353*5A\$GPGLL,3247.2169,N,07954.5650,W,131622.000,A,A*49	\c:1552138848*54\$IIVWT,072,L,03.16,N,01.63,M,,*2F
\c:1552137354*5D\$GPGLL,3247.2169,N,07954.5650,W,131623.000,A,A*48	\c:1552138850*5D\$IIVWT,072,L,03.67,N,01.89,M,,*2D
\c:1552137354*5D\$GPGLL,3247.221,N,07954.564,W,131622,A,A*5B	\c:1552138852*5F\$IIVWT,066,L,03.79,N,01.95,M,,*2A
\c:1552137355*5C\$GPGLL,3247.2169,N,07954.5650,W,131624.000,A,A*4F	\c:1552138855*58\$IIVWT,074,L,03.82,N,01.97,M,,*2F
\c:1552137356*5F\$GPGLL,3247.2169,N,07954.5650,W,131625.000,A,A*4E	\c:1552138857*5A\$IIVWT,079,L,03.92,N,02.02,M,,*2C
\c:1552137356*5F\$GPGLL,3247.221,N,07954.564,W,131624,A,A*5D	\c:1552138859*54\$IIVWT,076,L,03.88,N,02.00,M,,*2A
\c:1552137357*5E\$GPGLL,3247.2169,N,07954.5650,W,131626.000,A,A*4D	\c:1552138861*5F\$IIVWT,079,L,03.55,N,01.83,M,,*2D
\c:1552137358*51\$GPGLL,3247.2169,N,07954.5650,W,131627.000,A,A*4C	\c:1552138863*5D\$IIVWT,069,L,03.67,N,01.89,M,,*27
\c:1552137358*51\$GPGLL,3247.221,N,07954.564,W,131626,A,A*5F	\c:1552138865*5B\$IIVWT,077,L,03.49,N,01.80,M,,*2D
\c:1552137359*50\$GPGLL,3247.2169,N,07954.5650,W,131628.000,A,A*43	\c:1552138867*59\$IIVWT,064,L,03.26,N,01.68,M,,*20
\c:1552137360*5A\$GPGLL,3247.2169,N,07954.5650,W,131629.000,A,A*42	\c:1552138869*57\$IIVWT,084,L,03.44,N,01.77,M,,*24
\c:1552137360*5A\$GPGLL,3247.221,N,07954.564,W,131628,A,A*51	\c:1552138871*5E\$IIVWT,062,L,03.79,N,01.95,M,,*2E
\c:1552137361*5B\$GPGLL,3247.2169,N,07954.5650,W,131630.000,A,A*4A	\c:1552138873*5C\$IIVWT,057,L,04.21,N,02.17,M,,*2B
\c:1552137362*58\$GPGLL,3247.2169,N,07954.5650,W,131631.000,A,A*4B	\c:1552138875*5A\$IIVWT,066,L,04.14,N,02.13,M,,*2B
\c:1552137362*58\$GPGLL,3247.221,N,07954.564,W,131630,A,A*58	\c:1552138877*58\$IIVWT,070,L,03.77,N,01.94,M,,*22
\c:1552137363*59\$GPGLL,3247.2169,N,07954.5650,W,131632.000,A,A*48	\c:1552138879*56\$IIVWT,071,L,03.63,N,01.87,M,,*24
\c:1552137364*5E\$GPGLL,3247.2169,N,07954.5650,W,131633.000,A,A*49	\c:1552138881*51\$IIVWT,062,L,03.53,N,01.82,M,,*20
\c:1552137364*5E\$GPGLL,3247.221,N,07954.564,W,131632,A,A*5A	\c:1552138883*53\$IIVWT,069,L,03.65,N,01.88,M,,*24
\c:1552137365*5F\$GPGLL,3247.2169,N,07954.5650,W,131634.000,A,A*4E	\c:1552138885*55\$IIVWT,067,L,03.61,N,01.86,M,,*20
\c:1552137366*5C\$GPGLL,3247.2169,N,07954.5650,W,131635.000,A,A*4F	\c:1552138887*57\$IIVWT,073,L,03.55,N,01.83,M,,*27
\c:1552137366*5C\$GPGLL,3247.221,N,07954.564,W,131634,A,A*5C	\c:1552138889*59\$IIVWT,067,L,03.63,N,01.87,M,,*23
\c:1552137367*5D\$GPGLL,3247.2169,N,07954.5650,W,131636.000,A,A*4C	\c:1552138891*50\$IIVWT,054,L,03.46,N,01.78,M,,*24
\c:1552137368*52\$GPGLL,3247.2169,N,07954.5650,W,131637.000,A,A*4D	\c:1552138893*52\$IIVWT,056,L,03.32,N,01.71,M,,*2C
\c:1552137369*53\$GPGLL,3247.220,N,07954.564,W,131636,A,A*5F	\c:1552138895*54\$IIVWT,072,L,03.46,N,01.78,M,,*20
\c:1552137369*53\$GPGLL,3247.2169,N,07954.5650,W,131638.000,A,A*42	\c:1552138898*59\$IIVWT,081,L,03.49,N,01.80,M,,*24
\c:1552137370*5B\$GPGLL,3247.2169,N,07954.5650,W,131639.000,A,A*43	\c:1552138900*59\$IIVWT,071,L,03.67,N,01.89,M,,*2E
\c:1552137371*5A\$GPGLL,3247.220,N,07954.564,W,131638,A,A*51	\c:1552138902*5B\$IIVWT,066,L,03.77,N,01.94,M,,*25
\c:1552137371*5A\$GPGLL,3247.2169,N,07954.5650,W,131640.000,A,A*4D	\c:1552138904*5D\$IIVWT,080,L,04.15,N,02.14,M,,*25
\c:1552137372*59\$GPGLL,3247.2169,N,07954.5650,W,131641.000,A,A*4C	\c:1552138906*5F\$IIVWT,086,L,03.86,N,01.99,M,,*28
\c:1552137373*58\$GPGLL,3247.220,N,07954.564,W,131640,A,A*5E	\c:1552138908*51\$IIVWT,074,L,04.10,N,02.11,M,,*2E
\c:1552137373*58\$GPGLL,3247.2169,N,07954.5650,W,131642.000,A,A*4F	\c:1552138910*58\$IIVWT,085,L,04.00,N,02.06,M,,*27
\c:1552137374*5F\$GPGLL,3247.2169,N,07954.5650,W,131643.000,A,A*4E	\c:1552138912*5A\$IIVWT,079,L,04.12,N,02.12,M,,*22
\c:1552137375*5E\$GPGLL,3247.220,N,07954.564,W,131642,A,A*5C	\c:1552138914*5C\$IIVWT,088,L,04.06,N,02.09,M,,*23
\c:1552137375*5E\$GPGLL,3247.2169,N,07954.5650,W,131644.000,A,A*49	\c:1552138916*5E\$IIVWT,083,L,03.88,N,02.00,M,,*20
\c:1552137376*5D\$GPGLL,3247.2169,N,07954.5650,W,131645.000,A,A*48	\c:1552138918*50\$IIVWT,082,L,04.04,N,02.08,M,,*2A
\c:1552137377*5C\$GPGLL,3247.220,N,07954.564,W,131645,A,A*5B	\c:1552138920*5B\$IIVWT,075,L,03.94,N,02.03,M,,*27
\c:1552137377*5C\$GPGLL,3247.2169,N,07954.5650,W,131646.000,A,A*4B	\c:1552138922*59\$IIVWT,087,L,04.29,N,02.21,M,,*2B
\c:1552137378*53\$GPGLL,3247.2169,N,07954.5650,W,131647.000,A,A*4A	\c:1552138924*5F\$IIVWT,072,L,04.02,N,02.07,M,,*2C
\c:1552137379*52\$GPGLL,3247.220,N,07954.564,W,131647,A,A*59	\c:1552138926*5D\$IIVWT,071,L,04.00,N,02.06,M,,*2C
\c:1552137379*52\$GPGLL,3247.2169,N,07954.5650,W,131648.000,A,A*45	\c:1552138928*53\$IIVWT,071,L,03.88,N,02.00,M,,*2D
\c:1552137381*55\$GPGLL,3247.2169,N,07954.5650,W,131649.000,A,A*44	\c:1552138930*5A\$IIVWT,074,L,03.69,N,01.90,M,,*2D
\c:1552137381*55\$GPGLL,3247.220,N,07954.564,W,131649,A,A*57	\c:1552138932*58\$IIVWT,078,L,03.82,N,01.97,M,,*23
\c:1552137381*55\$GPGLL,3247.2169,N,07954.5650,W,131650.000,A,A*4C	\c:1552138934*5E\$IIVWT,085,L,03.59,N,01.85,M,,*24
\c:1552137382*56\$GPGLL,3247.2169,N,07954.5650,W,131651.000,A,A*4D	\c:1552138936*5C\$IIVWT,092,L,03.67,N,01.89,M,,*23
\c:1552137383*57\$GPGLL,3247.220,N,07954.564,W,131651,A,A*5E	\c:1552138938*52\$IIVWT,088,L,03.44,N,01.77,M,,*28
\c:1552137383*57\$GPGLL,3247.2169,N,07954.5650,W,131652.000,A,A*4E	\c:1552138941*5C\$IIVWT,082,L,03.57,N,01.84,M,,*2C
\c:1552137384*50\$GPGLL,3247.2169,N,07954.5650,W,131653.000,A,A*4F	\c:1552138943*5E\$IIVWT,061,L,03.67,N,01.89,M,,*2F
\c:1552137385*51\$GPGLL,3247.220,N,07954.564,W,131653,A,A*5C	\c:1552138945*58\$IIVWT,060,L,03.57,N,01.84,M,,*20
\c:1552137385*51\$GPGLL,3247.2169,N,07954.5650,W,131654.000,A,A*48	\c:1552138947*5A\$IIVWT,072,L,03.36,N,01.73,M,,*2C
\c:1552137386*52\$GPGLL,3247.2169,N,07954.5650,W,131655.000,A,A*49	\c:1552138949*54\$IIVWT,085,L,03.40,N,01.75,M,,*23
\c:1552137387*53\$GPGLL,3247.220,N,07954.564,W,131655,A,A*5A	\c:1552138951*5D\$IIVWT,088,L,03.34,N,01.72,M,,*2A
\c:1552137387*53\$GPGLL,3247.2169,N,07954.5650,W,131656.000,A,D*4F	\c:1552138953*5F\$IIVWT,078,L,03.28,N,01.69,M,,*22
\c:1552137388*5C\$GPGLL,3247.2170,N,07954.5650,W,131657.000,A,D*46	\c:1552138955*59\$IIVWT,087,L,03.55,N,01.83,M,,*2C
\c:1552137389*5D\$GPGLL,3247.220,N,07954.564,W,131657,A,A*58	\c:1552138957*5B\$IIVWT,079,L,03.59,N,01.85,M,,*27
\c:1552137389*5D\$GPGLL,3247.2170,N,07954.5649,W,131658.000,A,D*41	\c:1552138959*55\$IIVWT,081,L,03.86,N,01.99,M,,*2F
\c:1552137390*55\$GPGLL,3247.2171,N,07954.5648,W,131659.000,A,D*40	\c:1552138961*5E\$IIVWT,073,L,03.59,N,01.85,M,,*2D
\c:1552137391*54\$GPGLL,3247.220,N,07954.564,W,131659,A,A*56	\c:1552138963*5C\$IIVWT,085,L,03.86,N,01.99,M,,*2B
\c:1552137391*54\$GPGLL,3247.2172,N,07954.5646,W,131700.000,A,D*40	\c:1552138965*5A\$IIVWT,078,L,03.90,N,02.01,M,,*2C
\c:1552137392*57\$GPGLL,3247.2172,N,07954.5646,W,131701.000,A,D*41	\c:1552138967*58\$IIVWT,082,L,04.23,N,02.18,M,,*2E
\c:1552137393*56\$GPGLL,3247.220,N,07954.564,W,131701,A,A*5A	\c:1552138969*56\$IIVWT,067,L,03.77,N,01.94,M,,*24
\c:1552137393*56\$GPGLL,3247.2171,N,07954.5647,W,131702.000,A,D*40	\c:1552138971*5F\$IIVWT,074,L,04.08,N,02.10,M,,*26
\c:1552137394*51\$GPGLL,3247.2172,N,07954.5648,W,131703.000,A,D*4D	\c:1552138973*5D\$IIVWT,088,L,04.00,N,02.06,M,,*2A
\c:1552137395*50\$GPGLL,3247.2171,N,07954.5649,W,131704.000,A,D*48	\c:1552138975*5B\$IIVWT,084,L,03.86,N,01.99,M,,*2A
\c:1552137395*50\$GPGLL,3247.220,N,07954.564,W,131703,A,A*58	\c:1552138977*59\$IIVWT,083,L,03.86,N,01.99,M,,*2D
\c:1552137396*53\$GPGLL,3247.2171,N,07954.5649,W,131705.000,A,D*49	\c:1552138979*57\$IIVWT,071,L,03.63,N,01.87,M,,*24
\c:1552137397*52\$GPGLL,3247.2171,N,07954.5649,W,131706.000,A,D*4A	\c:1552138981*50\$IIVWT,078,L,03.77,N,01.94,M,,*2A
\c:1552137397*52\$GPGLL,3247.220,N,07954.564,W,131705,A,A*5E	\c:1552138984*55\$IIVWT,065,L,03.67,N,01.89,M,,*2B
\c:1552137398*5D\$GPGLL,3247.2171,N,07954.5649,W,131707.000,A,D*4B	\c:1552138986*57\$IIVWT,070,L,03.79,N,01.95,M,,*2D
\c:1552137399*5C\$GPGLL,3247.2172,N,07954.5649,W,131708.000,A,D*47	\c:1552138988*59\$IIVWT,073,L,03.44,N,01.77,M,,*2C
\c:1552137399*5C\$GPGLL,3247.220,N,07954.564,W,131707,A,A*5C	\c:1552138990*50\$IIVWT,076,L,03.47,N,01.79,M,,*24
\c:1552137400*5B\$GPGLL,3247.2172,N,07954.5650,W,131709.000,A,D*4E	\c:1552138992*52\$IIVWT,077,L,03.40,N,01.75,M,,*2E
\c:1552137401*5A\$GPGLL,3247.2172,N,07954.5650,W,131710.000,A,D*46	\c:1552138994*54\$IIVWT,072,L,03.22,N,01.66,M,,*2D
\c:1552137401*5A\$GPGLL,3247.220,N,07954.564,W,131709,A,A*52	\c:1552138996*56\$IIVWT,075,L,03.20,N,01.65,M,,*2B
\c:1552137402*59\$GPGLL,3247.2172,N,07954.5650,W,131711.000,A,D*47	\c:1552138998*58\$IIVWT,090,L,03.55,N,01.83,M,,*2A
\c:1552137403*58\$GPGLL,3247.2171,N,07954.5650,W,131712.000,A,D*47	\c:1552139000*51\$IIVWT,075,L,03.53,N,01.82,M,,*26
\c:1552137403*58\$GPGLL,3247.220,N,07954.564,W,131711,A,A*5B	\c:1552139002*53\$IIVWT,071,L,03.82,N,01.97,M,,*2A
\c:1552137404*5F\$GPGLL,3247.2171,N,07954.5651,W,131713.000,A,D*47	\c:1552139004*55\$IIVWT,076,L,03.77,N,01.94,M,,*24
\c:1552137405*5E\$GPGLL,3247.2170,N,07954.5652,W,131714.000,A,D*42	\c:1552139006*57\$IIVWT,086,L,03.73,N,01.92,M,,*29
\c:1552137405*5E\$GPGLL,3247.220,N,07954.564,W,131713,A,A*59	\c:1552139008*59\$IIVWT,078,L,03.44,N,01.77,M,,*27
\c:1552137406*5D\$GPGLL,3247.2170,N,07954.5652,W,131715.000,A,D*43	\c:1552139010*50\$IIVWT,081,L,03.32,N,01.71,M,,*26
\c:1552137407*5C\$GPGLL,3247.2170,N,07954.5652,W,131716.000,A,D*40	\c:1552139012*52\$IIVWT,082,L,03.42,N,01.76,M,,*25
\c:1552137407*5C\$GPGLL,3247.220,N,07954.564,W,131715,A,A*5F	\c:1552139014*54\$IIVWT,086,L,03.46,N,01.78,M,,*2B
\c:1552137408*53\$GPGLL,3247.2171,N,07954.5651,W,131717.000,A,D*43	\c:1552139016*56\$IIVWT,086,L,03.67,N,01.89,M,,*26
\c:1552137409*52\$GPGLL,3247.2172,N,07954.5651,W,131718.000,A,D*4F	\c:1552139018*58\$IIVWT,090,L,03.40,N,01.75,M,,*27
\c:1552137409*52\$GPGLL,3247.220,N,07954.564,W,131717,A,A*5D	\c:1552139020*53\$IIVWT,079,L,03.63,N,01.87,M,,*2C
\c:1552137410*5A\$GPGLL,3247.2172,N,07954.5652,W,131719.000,A,D*4D	\c:1552139022*51\$IIVWT,082,L,03.77,N,01.94,M,,*2F
\c:1552137411*5B\$GPGLL,3247.2172,N,07954.5652,W,131720.000,A,D*47	\c:1552139024*57\$IIVWT,074,L,03.49,N,01.80,M,,*2E
\c:1552137412*58\$GPGLL,3247.220,N,07954.564,W,131719,A,A*53	\c:1552139027*54\$IIVWT,073,L,03.77,N,01.94,M,,*21
\c:1552137412*58\$GPGLL,3247.2173,N,07954.5652,W,131721.000,A,D*47	\c:1552139029*5A\$IIVWT,059,L,03.51,N,01.81,M,,*29
\c:1552137413*59\$GPGLL,3247.2174,N,07954.5652,W,131722.000,A,D*43	\c:1552139031*53\$IIVWT,058,L,03.40,N,01.75,M,,*23
